idx,doi,title,venue,date,openalex_id,has_abstract,abstract,error
107,10.1111/j.1540-6261.2009.01529.x,Stock Market Declines and Liquidity,The Journal of Finance,2010-01,https://openalex.org/W3121729798,True,"ABSTRACT Consistent with recent theoretical models where binding capital constraints lead to sudden liquidity dry‐ups, we find that negative market returns decrease stock liquidity, especially during times of tightness in the funding market. The asymmetric effect of changes in aggregate asset values on liquidity and commonality in liquidity cannot be fully explained by changes in demand for liquidity or volatility effects. We document interindustry spillover effects in liquidity, which are likely to arise from capital constraints in the market making sector. We also find economically significant returns to supplying liquidity following periods of large drops in market valuations.",
108,10.1111/j.1540-6261.2009.01527.x,False Discoveries in Mutual Fund Performance: Measuring Luck in Estimated Alphas,The Journal of Finance,2010-01,https://openalex.org/W2118989259,True,"ABSTRACT This paper develops a simple technique that controls for “false discoveries,” or mutual funds that exhibit significant alphas by luck alone. Our approach precisely separates funds into (1) unskilled, (2) zero‐alpha, and (3) skilled funds, even with dependencies in cross‐fund estimated alphas. We find that 75% of funds exhibit zero alpha (net of expenses), consistent with the Berk and Green equilibrium. Further, we find a significant proportion of skilled (positive alpha) funds prior to 1996, but almost none by 2006. We also show that controlling for false discoveries substantially improves the ability to find the few funds with persistent performance.",
109,10.1111/j.1540-6261.2009.01523.x,Real and Financial Industry Booms and Busts,The Journal of Finance,2010-01,https://openalex.org/W2890766821,True,"ABSTRACT We examine how product market competition affects firm cash flows and stock returns in industry booms and busts. Our results show how real and financial factors interact in industry business cycles. In competitive industries, we find that high industry‐level stock market valuation, investment, and financing are followed by sharply lower operating cash flows and abnormal stock returns. Analyst estimates are positively biased and returns comove more. In concentrated industries these relations are weak and generally insignificant. Our results are consistent with participants in competitive industries not fully internalizing the negative externality of industry competition on cash flows and stock returns.",
110,10.1111/j.1540-6261.2009.01548.x,Corporate Political Contributions and Stock Returns,The Journal of Finance,2010-03,https://openalex.org/W3121748598,True,"ABSTRACT We develop a new and comprehensive database of firm‐level contributions to U.S. political campaigns from 1979 to 2004. We construct variables that measure the extent of firm support for candidates. We find that these measures are positively and significantly correlated with the cross‐section of future returns. The effect is strongest for firms that support a greater number of candidates that hold office in the same state that the firm is based. In addition, there are stronger effects for firms whose contributions are slanted toward House candidates and Democrats.",
111,10.1111/j.1540-6261.2009.01541.x,Levered Returns,The Journal of Finance,2010-03,https://openalex.org/W4231808832,True,"ABSTRACT This paper revisits the theoretical relation between financial leverage and stock returns in a dynamic world where both corporate investment and financing decisions are endogenous. We find that the link between leverage and stock returns is more complex than static textbook examples suggest, and depends on the investment opportunities available to the firm. In the presence of financial market imperfections, leverage and investment are generally correlated so that highly levered firms are also mature firms with relatively more (safe) book assets and fewer (risky) growth opportunities. A quantitative version of our model matches several stylized facts about leverage and returns.",
112,10.1111/j.1540-6261.2010.01573.x,Intraday Patterns in the Cross‐section of Stock Returns,The Journal of Finance,2010-07,https://openalex.org/W3121894513,True,"ABSTRACT Motivated by the literature on investment flows and optimal trading, we examine intraday predictability in the cross‐section of stock returns. We find a striking pattern of return continuation at half‐hour intervals that are exact multiples of a trading day, and this effect lasts for at least 40 trading days. Volume, order imbalance, volatility, and bid‐ask spreads exhibit similar patterns, but do not explain the return patterns. We also show that short‐term return reversal is driven by temporary liquidity imbalances lasting less than an hour and bid‐ask bounce. Timing trades can reduce execution costs by the equivalent of the effective spread.",
113,10.1111/j.1540-6261.2010.01633.x,Style‐Related Comovement: Fundamentals or Labels?,The Journal of Finance,2011-01,https://openalex.org/W1876576123,True,"ABSTRACT I find that economically meaningless index labels cause stock returns to covary in excess of fundamentals. S&amp;P/Barra follow a simple mechanical procedure to define their Value and Growth indices. In doing so, they reclassify some stocks from Value to Growth even after their book‐to‐market ratios have risen, and vice versa. Such stocks begin to covary more with the index they join and less with the index they leave. Backdated constituent data from Barra reveal no such label‐related shifts in comovement during the 10 years prior to the actual introduction of the indices in 1992.",
114,10.1111/j.1540-6261.2010.01644.x,Institutional Trade Persistence and Long‐Term Equity Returns,The Journal of Finance,2011-03,https://openalex.org/W3124198348,True,"ABSTRACT Recent studies show that single‐quarter institutional herding positively predicts short‐term returns. Motivated by the theoretical herding literature, which emphasizes endogenous persistence in decisions over time, we estimate the effect of multiquarter institutional buying and selling on stock returns. Using both regression and portfolio tests, we find that persistent institutional trading negatively predicts long‐term returns: persistently sold stocks outperform persistently bought stocks at long horizons. The negative association between returns and institutional trade persistence is not subsumed by past returns or other stock characteristics, is concentrated among smaller stocks, and is stronger for stocks with higher institutional ownership.",
115,10.1111/j.1540-6261.2010.01643.x,The Interim Trading Skills of Institutional Investors,The Journal of Finance,2011-03,https://openalex.org/W3123027396,True,"ABSTRACT Using a large proprietary database of institutional trades, this paper examines the interim (intraquarter) trading skills of institutional investors. We find strong evidence that institutional investors earn significant abnormal returns on their trades within the trading quarter and that interim trading performance is persistent. After transactions costs, our estimates suggest that interim trading skills contribute between 20 and 26 basis points per year to the average fund's abnormal performance. Our findings also indicate that any trading skills documented by previous studies that use quarterly data are biased downwards because of their inability to account for interim trades.",
116,10.1111/j.1540-6261.2010.01638.x,"Security Issue Timing: What Do Managers Know, and When Do They Know It?",The Journal of Finance,2011-03,https://openalex.org/W3121510153,True,"ABSTRACT We study put option sales on company stock by large firms. An often‐cited motivation for these transactions is market timing, and managers' decision to issue puts should be sensitive to whether the stock is undervalued. We provide new evidence that large firms successfully time security sales. In the 100 days following put option issues, there is roughly a 5% abnormal stock return, with much of the abnormal return following the first earnings release date after the sale. Direct evidence on put option exercises reinforces these findings: exercise frequencies and payoffs to put holders are abnormally low.",
117,10.1111/j.1540-6261.2011.01658.x,Do Individual Investors Have Asymmetric Information Based on Work Experience?,The Journal of Finance,2011-05,https://openalex.org/W3124006206,True,"ABSTRACT Using a novel data set covering all individual investors' stock market transactions in Norway over 10 years, we analyze whether individual investors have a preference for professionally close stocks, and whether they make excess returns on such investments. After excluding own‐company stock holdings, investors hold 11% of their portfolio in stocks within their two‐digit industry of employment. Given the poor hedging properties of such investments, one would expect abnormally high returns. In contrast, all estimates of abnormal returns are negative, in many cases statistically significant. Overconfidence seems the most likely explanation for the excessive trading in professionally close stocks.",
118,10.1111/j.1540-6261.2011.01654.x,Estimation and Evaluation of Conditional Asset Pricing Models,The Journal of Finance,2011-05,https://openalex.org/W2891496871,True,"ABSTRACT We find that several recently proposed consumption‐based models of stock returns, when evaluated using an optimal set of managed portfolios and the associated model‐implied conditional moment restrictions, fail to capture key features of risk premiums in equity markets. To arrive at these conclusions, we construct an optimal Generalized Method of Moments (GMM) estimator for models in which the stochastic discount factor (SDF) is a conditionally affine function of a set of priced risk factors, and we show that there is an optimal choice of managed portfolios to use in testing a null model against a proposed alternative generalized SDF.",
119,10.1111/j.1540-6261.2011.01668.x,Individual Investors and Volatility,The Journal of Finance,2011-07,https://openalex.org/W3022838526,True,"ABSTRACT We show that retail trading activity has a positive effect on the volatility of stock returns, which suggests that retail investors behave as noise traders. To identify this effect, we use a reform of the French stock market that raises the relative cost of speculative trading for retail investors. The daily return volatility of the stocks affected by the reform falls by 20 basis points (a quarter of the sample standard deviation of the return volatility) relative to other stocks. For affected stocks, we also find a significant decrease in the magnitude of return reversals and the price impact of trades.",
120,10.1111/jofi.12092,The Recovery Theorem,The Journal of Finance,2011-08,https://openalex.org/W2122413893,True,"ABSTRACT We can only estimate the distribution of stock returns, but from option prices we observe the distribution of state prices. State prices are the product of risk aversion—the pricing kernel—and the natural probability distribution. The Recovery Theorem enables us to separate these to determine the market's forecast of returns and risk aversion from state prices alone. Among other things, this allows us to recover the pricing kernel, market risk premium, and probability of a catastrophe and to construct model‐free tests of the efficient market hypothesis.",
121,10.1111/j.1540-6261.2011.01680.x,"Free Cash Flow, Issuance Costs, and Stock Prices",The Journal of Finance,2011-09,https://openalex.org/W2052461731,True,"ABSTRACT We develop a dynamic model of a firm facing agency costs of free cash flow and external financing costs, and derive an explicit solution for the firm's optimal balance sheet dynamics. Financial frictions affect issuance and dividend policies, the value of cash holdings, and the dynamics of stock prices. The model predicts that the marginal value of cash varies negatively with the stock price, and positively with the volatility of the stock price. This yields novel insights on the asymmetric volatility phenomenon, on risk management policies, and on how business cycles and agency costs affect the volatility of stock returns.",
122,10.1111/j.1540-6261.2011.01714.x,Family‐Controlled Firms and Informed Trading: Evidence from Short Sales,The Journal of Finance,2012-01,https://openalex.org/W2163493929,True,"ABSTRACT We investigate the relation between organization structure and the information content of short sales, focusing on founder‐ and heir‐controlled firms. Our analysis indicates that family‐controlled firms experience substantially higher abnormal short sales prior to negative earnings shocks than nonfamily firms. Supplementary testing indicates that family control characteristics intensify informed short selling. Further analysis suggests that daily short‐sale interest in family firms contains useful information in forecasting stock returns; however, we find no discernable effect for nonfamily firms. This analysis provides compelling evidence that informed trading via short sales occurs more readily in family firms than in nonfamily firms.",
123,10.1111/j.1540-6261.2012.01727.x,Individual Investor Trading and Return Patterns around Earnings Announcements,The Journal of Finance,2012-03,https://openalex.org/W3124795352,True,"ABSTRACT This paper provides evidence of informed trading by individual investors around earnings announcements using a unique data set of NYSE stocks. We show that intense aggregate individual investor buying (selling) predicts large positive (negative) abnormal returns on and after earnings announcement dates. We decompose abnormal returns following the event into information and liquidity provision components, and show that about half of the returns can be attributed to private information. We also find that individuals trade in both return‐contrarian and news‐contrarian manners after earnings announcements. The latter behavior has the potential to slow the adjustment of prices to earnings news.",
124,10.1111/j.1540-6261.2012.01722.x,Are Stocks Really Less Volatile in the Long Run?,The Journal of Finance,2012-03,https://openalex.org/W3121979390,True,"ABSTRACT According to conventional wisdom, annualized volatility of stock returns is lower over long horizons than over short horizons, due to mean reversion induced by return predictability. In contrast, we find that stocks are substantially more volatile over long horizons from an investor's perspective. This perspective recognizes that parameters are uncertain, even with two centuries of data, and that observable predictors imperfectly deliver the conditional expected return. Mean reversion contributes strongly to reducing long‐horizon variance but is more than offset by various uncertainties faced by the investor. The same uncertainties reduce desired stock allocations of long‐horizon investors contemplating target‐date funds.",
125,10.1111/j.1540-6261.2012.01728.x,Carry Trades and Global Foreign Exchange Volatility,The Journal of Finance,2012-03,https://openalex.org/W2113107692,True,"ABSTRACT We investigate the relation between global foreign exchange (FX) volatility risk and the cross section of excess returns arising from popular strategies that borrow in low interest rate currencies and invest in high interest rate currencies, so‐called “carry trades.” We find that high interest rate currencies are negatively related to innovations in global FX volatility, and thus deliver low returns in times of unexpected high volatility, when low interest rate currencies provide a hedge by yielding positive returns. Furthermore, we show that volatility risk dominates liquidity risk and our volatility risk proxy also performs well for pricing returns of other portfolios.",
126,10.1111/j.1540-6261.2012.01740.x,Decoding Inside Information,The Journal of Finance,2012-05,https://openalex.org/W2890190386,True,"ABSTRACT Exploiting the fact that insiders trade for a variety of reasons, we show that there is predictable, identifiable “routine” insider trading that is not informative about firms’ futures. A portfolio strategy that focuses solely on the remaining “opportunistic” traders yields value‐weighted abnormal returns of 82 basis points per month, while abnormal returns associated with routine traders are essentially zero. The most informed opportunistic traders are local, nonexecutive insiders from geographically concentrated, poorly governed firms. Opportunistic traders are significantly more likely to have SEC enforcement action taken against them, and reduce trading following waves of SEC insider trading enforcement.",
127,10.1111/j.1540-6261.2012.01747.x,Technological Growth and Asset Pricing,The Journal of Finance,2012-07,https://openalex.org/W3121411892,True,"ABSTRACT We study the asset‐pricing implications of technological growth in a model with “small,” disembodied productivity shocks and “large,” infrequent technological innovations, which are embodied into new capital vintages. The technological‐adoption process leads to endogenous cycles in output and asset valuations. This process can help explain stylized asset‐valuation patterns around major technological innovations. More importantly, it can help provide a unified, investment‐based theory for numerous well‐documented facts related to excess‐return predictability. To illustrate the distinguishing features of our theory, we highlight novel implications pertaining to the joint time‐series properties of consumption and excess returns.",
128,10.1111/j.1540-6261.2012.01754.x,"Real Options, Volatility, and Stock Returns",The Journal of Finance,2012-07,https://openalex.org/W2108203964,True,"ABSTRACT We provide evidence that the positive relation between firm‐level stock returns and firm‐level return volatility is due to firms’ real options. Consistent with real option theory, we find that the positive volatility‐return relation is much stronger for firms with more real options and that the sensitivity of firm value to changes in volatility declines significantly after firms exercise their real options. We reconcile the evidence at the aggregate and firm levels by showing that the negative relation at the aggregate level may be due to aggregate market conditions that simultaneously affect both market returns and return volatility.",
129,10.1111/j.1540-6261.2012.01749.x,Why Are U.S. Stocks More Volatile?,The Journal of Finance,2012-07,https://openalex.org/W2262967405,True,"ABSTRACT U.S. stocks are more volatile than stocks of similar foreign firms. A firm's stock return volatility can be higher for reasons that contribute positively (good volatility) or negatively (bad volatility) to shareholder wealth and economic growth. We find that the volatility of U.S. firms is higher mostly because of good volatility. Specifically, stock volatility is higher in the United States because it increases with investor protection, stock market development, new patents, and firm‐level investment in R&amp;D. Each of these factors is related to better growth opportunities for firms and better ability to take advantage of these opportunities.",
130,10.1111/j.1540-6261.2012.01776.x,The Vote Is Cast: The Effect of Corporate Governance on Shareholder Value,The Journal of Finance,2012-09,https://openalex.org/W3021160343,True,"ABSTRACT This paper investigates whether improvements in the firm's internal corporate governance create value for shareholders. We analyze the market reaction to governance proposals that pass or fail by a small margin of votes in annual meetings. This provides a clean causal estimate that deals with the endogeneity of internal governance rules. We find that passing a proposal leads to significant positive abnormal returns. Adopting one governance proposal increases shareholder value by 2.8%. The market reaction is larger in firms with more antitakeover provisions, higher institutional ownership, and stronger investor activism for proposals sponsored by institutions. In addition, we find that acquisitions and capital expenditures decline and long‐term performance improves.",
131,10.1111/j.1540-6261.2012.01794.x,"Industry‐Specific Human Capital, Idiosyncratic Risk, and the Cross‐Section of Expected Stock Returns",The Journal of Finance,2012-12,https://openalex.org/W2156661455,True,"ABSTRACT Human capital is one of the largest assets in the economy and in theory may play an important role for asset pricing. Human capital is heterogeneous across investors. One source of heterogeneity is industry affiliation. I show that the cross‐section of expected stock returns is primarily affected by industry‐level rather than aggregate labor income risk. Furthermore, when human capital is excluded from the asset pricing model, the resulting idiosyncratic risk may appear to be priced. I find that the premium for idiosyncratic risk documented by several empirical studies depends on the covariance between stock and human capital returns.",
132,10.1111/j.1540-6261.2012.01795.x,Ex Ante Skewness and Expected Stock Returns,The Journal of Finance,2012-12,https://openalex.org/W3126009762,True,"ABSTRACT We use option prices to estimate ex ante higher moments of the underlying individual securities’ risk‐neutral returns distribution. We find that individual securities’ risk‐neutral volatility, skewness, and kurtosis are strongly related to future returns. Specifically, we find a negative (positive) relation between ex ante volatility (kurtosis) and subsequent returns in the cross‐section, and more ex ante negatively (positively) skewed returns yield subsequent higher (lower) returns. We analyze the extent to which these returns relations represent compensation for risk and find evidence that, even after controlling for differences in co‐moments, individual securities’ skewness matters.",
133,10.1111/jofi.12018,Can Time‐Varying Risk of Rare Disasters Explain Aggregate Stock Market Volatility?,The Journal of Finance,2013-01,https://openalex.org/W2553992319,True,"ABSTRACT Why is the equity premium so high, and why are stocks so volatile? Why are stock returns in excess of government bill rates predictable? This paper proposes an answer to these questions based on a time‐varying probability of a consumption disaster. In the model, aggregate consumption follows a normal distribution with low volatility most of the time, but with some probability of a consumption realization far out in the left tail. The possibility of this poor outcome substantially increases the equity premium, while time‐variation in the probability of this outcome drives high stock market volatility and excess return predictability.",
134,10.1111/jofi.12017,State‐Level Business Cycles and Local Return Predictability,The Journal of Finance,2013-01,https://openalex.org/W3121475032,True,"ABSTRACT This study examines whether local stock returns vary with local business cycles in a predictable manner. We find that U.S. state portfolios earn higher future returns when state‐level unemployment rates are higher and housing collateral ratios are lower. During the 1978 to 2009 period, geography‐based trading strategies earn annualized risk‐adjusted returns of 5%. This abnormal performance reflects time‐varying systematic risks and local‐trading induced mispricing. Consistent with the mispricing explanation, the evidence of predictability is stronger among firms with low visibility and high local ownership. Nonlocal domestic and foreign investors arbitrage away the predictable patterns in local returns in 1 year.",
135,10.1111/jofi.12027,Sentiment during Recessions,The Journal of Finance,2013-01,https://openalex.org/W2554619162,True,"ABSTRACT This paper studies the effect of sentiment on asset prices during the 20th century (1905 to 2005). As a proxy for sentiment, we use the fraction of positive and negative words in two columns of financial news from the New York Times. The main contribution of the paper is to show that, controlling for other well‐known time‐series patterns, the predictability of stock returns using news' content is concentrated in recessions. A one standard deviation shock to our news measure during recessions predicts a change in the conditional average return on the DJIA of 12 basis points over one day.",
136,10.1111/jofi.12028,How Wise Are Crowds? Insights from Retail Orders and Stock Returns,The Journal of Finance,2013-02,https://openalex.org/W2315754401,True,"ABSTRACT We analyze the role of retail investors in stock pricing using a database uniquely suited for this purpose. The data allow us to address selection bias concerns and to separately examine aggressive (market) and passive (limit) orders. Both aggressive and passive net buying positively predict firms’ monthly stock returns with no evidence of return reversal. Only aggressive orders correctly predict firm news, including earnings surprises, suggesting they convey novel cash flow information. Only passive net buying follows negative returns, consistent with traders providing liquidity and benefiting from the reversal of transitory price movements. These actions contribute to market efficiency.",
137,10.1111/jofi.12041,International Stock Return Predictability: What Is the Role of the United States?,The Journal of Finance,2013-03,https://openalex.org/W2319405822,True,"ABSTRACT We investigate lead‐lag relationships among monthly country stock returns and identify a leading role for the United States: lagged U.S. returns significantly predict returns in numerous non‐U.S. industrialized countries, while lagged non‐U.S. returns display limited predictive ability with respect to U.S. returns. We estimate a news‐diffusion model, and the results indicate that return shocks arising in the United States are only fully reflected in equity prices outside of the United States with a lag, consistent with a gradual information diffusion explanation of the predictive power of lagged U.S. returns.",
138,10.1111/jofi.12048,Mutual Fund Performance and the Incentive to Generate Alpha,The Journal of Finance,2013-03,https://openalex.org/W2070485212,True,"ABSTRACT To rationalize the well‐known underperformance of the average actively managed mutual fund, we exploit the fact that retail funds in different market segments compete for different types of investors. Within the segment of funds marketed directly to retail investors, we show that flows chase risk‐adjusted returns, and that funds respond by investing more in active management. Importantly, within this direct‐sold segment, we find no evidence that actively managed funds underperform index funds. In contrast, we show that actively managed funds sold through brokers face a weaker incentive to generate alpha and significantly underperform index funds.",
139,10.1111/jofi.12068,"Uncertainty, Time‐Varying Fear, and Asset Prices",The Journal of Finance,2013-05,https://openalex.org/W2130570312,True,"ABSTRACT I construct an equilibrium model that captures salient properties of index option prices, equity returns, variance, and the risk‐free rate. A representative investor makes consumption and portfolio choice decisions that are robust to his uncertainty about the true economic model. He pays a large premium for index options because they hedge important model misspecification concerns, particularly concerning jump shocks to cash flow growth and volatility. A calibration shows that empirically consistent fundamentals and reasonable model uncertainty explain option prices and the variance premium. Time variation in uncertainty generates variance premium fluctuations, helping explain their power to predict stock returns.",
140,10.1111/jofi.12080,Dynamic Trading with Predictable Returns and Transaction Costs,The Journal of Finance,2013-07,https://openalex.org/W3123718809,True,"ABSTRACT We derive a closed‐form optimal dynamic portfolio policy when trading is costly and security returns are predictable by signals with different mean‐reversion speeds. The optimal strategy is characterized by two principles: (1) aim in front of the target, and (2) trade partially toward the current aim. Specifically, the optimal updated portfolio is a linear combination of the existing portfolio and an “aim portfolio,” which is a weighted average of the current Markowitz portfolio (the moving target) and the expected Markowitz portfolios on all future dates (where the target is moving). Intuitively, predictors with slower mean‐reversion (alpha decay) get more weight in the aim portfolio. We implement the optimal strategy for commodity futures and find superior net returns relative to more naive benchmarks.",
141,10.1111/jofi.12100,Asset Pricing with Dynamic Margin Constraints,The Journal of Finance,2013-10,https://openalex.org/W2552908620,True,"ABSTRACT This paper provides a novel theoretical analysis of how endogenous time‐varying margin requirements affect capital market equilibrium. I find that margin requirements, when there are no other market frictions, reduce the volatility and correlation of returns as well as the risk‐free rate, but increase the market price of risk, the risk premium, and the price of risky assets. Furthermore, margin requirements generate a strong cross‐sectional dispersion of stock return volatilities. The results emphasize that a general equilibrium analysis may reverse the conclusions of a partial equilibrium analysis often employed in the literature.",
142,10.1111/jofi.12136,"Growth Opportunities, Technology Shocks, and Asset Prices",The Journal of Finance,2013-11,https://openalex.org/W2769274274,True,"ABSTRACT We explore the impact of investment‐specific technology (IST) shocks on the cross section of stock returns. Using a structural model, we show that IST shocks have a differential effect on the value of assets in place and the value of growth opportunities. This differential sensitivity to IST shocks has two main implications. First, firm risk premia depend on the contribution of growth opportunities to firm value. Second, firms with similar levels of growth opportunities comove with each other, giving rise to the value factor in stock returns and the failure of the conditional CAPM. Our empirical tests confirm the model's predictions.",
143,10.1111/jofi.12139,"CEO Ownership, Stock Market Performance, and Managerial Discretion",The Journal of Finance,2014-01,https://openalex.org/W2317907514,True,"ABSTRACT We examine the relationship between CEO ownership and stock market performance. A strategy based on public information about managerial ownership delivers annual abnormal returns of 4% to 10%. The effect is strongest among firms with weak external governance, weak product market competition, and large managerial discretion, suggesting that CEO ownership can reverse the negative impact of weak governance. Furthermore, owner‐CEOs are value increasing: they reduce empire building and run their firms more efficiently. Overall, our findings indicate that the market does not correctly price the incentive effects of managerial ownership, suggesting interesting feedback effects between corporate finance and asset pricing.",
144,10.1111/jofi.12141,Labor Mobility: Implications for Asset Pricing,The Journal of Finance,2014-01,https://openalex.org/W3121251611,True,"ABSTRACT Labor mobility is the flexibility of workers to walk away from an industry in response to better opportunities. I develop a model in which labor flows make bad times worse for shareholders who are left with capital that is less productive. The model shows that firms face greater operating leverage by providing flexibility to mobile workers. I construct an empirical measure of labor mobility consistent with the model and document an economically significant cross‐sectional relation between mobility, operating leverage, and stock returns. I find that firms in mobile industries earn returns over 5% higher than those in less mobile industries.",
145,10.1111/jofi.12181,The Joint Cross Section of Stocks and Options,The Journal of Finance,2014-05,https://openalex.org/W2628908734,True,"ABSTRACT Stocks with large increases in call (put) implied volatilities over the previous month tend to have high (low) future returns. Sorting stocks ranked into decile portfolios by past call implied volatilities produces spreads in average returns of approximately 1% per month, and the return differences persist up to six months. The cross section of stock returns also predicts option implied volatilities, with stocks with high past returns tending to have call and put option contracts that exhibit increases in implied volatility over the next month, but with decreasing realized volatility. These predictability patterns are consistent with rational models of informed trading.",
146,10.1111/jofi.12179,The Media and the Diffusion of Information in Financial Markets: Evidence from Newspaper Strikes,The Journal of Finance,2014-05,https://openalex.org/W3122648618,True,"ABSTRACT The media are increasingly recognized as key players in financial markets. I investigate their causal impact on trading and price formation by examining national newspaper strikes in several countries. Trading volume falls 12% on strike days. The dispersion of stock returns and their intraday volatility are reduced by 7%, while aggregate returns are unaffected. Moreover, analysis of return predictability indicates that newspapers propagate news from the previous day. These findings demonstrate that the media contribute to the efficiency of the stock market by improving the dissemination of information among investors and its incorporation into stock prices.",
147,10.1111/jofi.12165,Alpha and Performance Measurement: The Effects of Investor Disagreement and Heterogeneity,The Journal of Finance,2014-07,https://openalex.org/W2335609350,True,"ABSTRACT The literature has not established that a positive alpha, as traditionally measured, means that an investor would want to buy a fund. When alpha is defined using the client's utility function, a positive alpha generally means the client would want to buy. When markets are incomplete, investors will disagree about the attractiveness of a fund. We provide bounds on the expected disagreement with a traditional alpha and study the cross‐sectional relation of disagreement and investor heterogeneity with the flow response to past fund alphas. The effects are both economically and statistically significant.",
148,10.1111/jofi.12196,The Pre‐FOMC Announcement Drift,The Journal of Finance,2014-08,https://openalex.org/W2324302607,True,"ABSTRACT We document large average excess returns on U.S. equities in anticipation of monetary policy decisions made at scheduled meetings of the Federal Open Market Committee (FOMC) in the past few decades. These pre‐FOMC returns have increased over time and account for sizable fractions of total annual realized stock returns. While other major international equity indices experienced similar pre‐FOMC returns, we find no such effect in U.S. Treasury securities and money market futures. Other major U.S. macroeconomic news announcements also do not give rise to preannouncement excess equity returns. We discuss challenges in explaining these returns with standard asset pricing theory.",
149,10.1111/jofi.12220,Aggregate Jump and Volatility Risk in the Cross‐Section of Stock Returns,The Journal of Finance,2014-10,https://openalex.org/W3124842158,True,"ABSTRACT We examine the pricing of both aggregate jump and volatility risk in the cross‐section of stock returns by constructing investable option trading strategies that load on one factor but are orthogonal to the other. Both aggregate jump and volatility risk help explain variation in expected returns. Consistent with theory, stocks with high sensitivities to jump and volatility risk have low expected returns. Both can be measured separately and are important economically, with a two‐standard‐deviation increase in jump (volatility) factor loadings associated with a 3.5% to 5.1% (2.7% to 2.9%) drop in expected annual stock returns.",
150,10.1111/jofi.12257,Rewarding Trading Skills without Inducing Gambling,The Journal of Finance,2015-02,https://openalex.org/W2600234537,True,"ABSTRACT This paper develops a model of active asset management in which fund managers may forgo alpha‐generating strategies, preferring instead to make negative‐alpha trades that enable them to temporarily manipulate investors' perceptions of their skills. We show that such trades are optimally generated by taking on hidden tail risk, and are more likely to occur when fund managers are impatient and when their trading skills are scalable, and generate a high profit per unit of risk. We propose long‐term contracts that deter this behavior by dynamically adjusting the dates on which the manager is compensated in response to her cumulative performance.",
151,10.1111/jofi.12280,Idiosyncratic Cash Flows and Systematic Risk,The Journal of Finance,2015-05,https://openalex.org/W2766341187,True,"ABSTRACT We show that unpriced cash flow shocks contain information about future priced risk. A positive idiosyncratic shock decreases the sensitivity of firm value to priced risk factors and simultaneously increases firm size and idiosyncratic risk. A simple model can therefore explain book‐to‐market and size anomalies, as well as the negative relation between idiosyncratic volatility and stock returns. Empirically, we find that anomalies are more pronounced for firms with high idiosyncratic cash flow volatility. More generally, our results imply that any economic variable correlated with the history of idiosyncratic shocks can help to explain expected stock returns.",
152,10.1111/jofi.12365,Does Academic Research Destroy Stock Return Predictability?,The Journal of Finance,2015-10,https://openalex.org/W2182051792,True,"ABSTRACT We study the out‐of‐sample and post‐publication return predictability of 97 variables shown to predict cross‐sectional stock returns. Portfolio returns are 26% lower out‐of‐sample and 58% lower post‐publication. The out‐of‐sample decline is an upper bound estimate of data mining effects. We estimate a 32% (58%–26%) lower return from publication‐informed trading. Post‐publication declines are greater for predictors with higher in‐sample returns, and returns are higher for portfolios concentrated in stocks with high idiosyncratic risk and low liquidity. Predictor portfolios exhibit post‐publication increases in correlations with other published‐predictor portfolios. Our findings suggest that investors learn about mispricing from academic publications.",
153,10.1111/jofi.12369,Short Selling and Earnings Management: A Controlled Experiment,The Journal of Finance,2015-10,https://openalex.org/W3123452713,True,"ABSTRACT During 2005 to 2007, the SEC ordered a pilot program in which one‐third of the Russell 3000 index were arbitrarily chosen as pilot stocks and exempted from short‐sale price tests. Pilot firms’ discretionary accruals and likelihood of marginally beating earnings targets decrease during this period, and revert to pre‐experiment levels when the program ends. After the program starts, pilot firms are more likely to be caught for fraud initiated before the program, and their stock returns better incorporate earnings information. These results indicate that short selling, or its prospect, curbs earnings management, helps detect fraud, and improves price efficiency.",
154,10.1111/jofi.12361,Earnings Announcements and Systematic Risk,The Journal of Finance,2015-10,https://openalex.org/W2697337584,True,"ABSTRACT Firms scheduled to report earnings earn an annualized abnormal return of 9.9%. We propose a risk‐based explanation for this phenomenon, whereby investors use announcements to revise their expectations for nonannouncing firms, but can only do so imperfectly. Consequently, the covariance between firm‐specific and market cash flow news spikes around announcements, making announcers especially risky. Consistent with our hypothesis, announcer returns forecast aggregate earnings. The announcement premium is persistent across stocks, and early (late) announcers earn higher (lower) returns. Nonannouncers' response to announcements is consistent with our model, both over time and across firms. Finally, exposure to announcement risk is priced.",
155,10.1111/jofi.12383,Does It Pay to Bet Against Beta? On the Conditional Performance of the Beta Anomaly,The Journal of Finance,2015-12,https://openalex.org/W2324114714,True,"ABSTRACT Prior studies find that a strategy that buys high‐beta stocks and sells low‐beta stocks has a significantly negative unconditional capital asset pricing model (CAPM) alpha, such that it appears to pay to “bet against beta.” We show, however, that the conditional beta for the high‐minus‐low beta portfolio covaries negatively with the equity premium and positively with market volatility. As a result, the unconditional alpha is a downward‐biased estimate of the true alpha. We model the conditional market risk for beta‐sorted portfolios using instrumental variables methods and find that the conditional CAPM resolves the beta anomaly.",
