claims,paper_id
Liquidity significantly predicts future stock returns.,3429
Local market liquidity is an important driver of expected stock returns in emerging markets.,3429
Diversity of opinion negatively influences acquirer stock returns.,3436
Information asymmetry negatively influences acquirer stock returns.,3436
Low investment growth rates are associated with higher average stock returns.,3438
Low investment-to-capital ratios are associated with higher average stock returns.,3438
Excess comovement of stock returns is positively related to index overweighting.,3439
Incomplete risk sharing is associated with a large equity premium in stock returns.,3441
"Higher bankruptcy risk is correlated with more use of stock, which influences stock returns.",3444
Expected returns are predictable from price-dividend ratios.,3445
Liquidity betas are associated with stock returns.,3448
"The high liquidity-beta state delivers a disproportionately large liquidity risk premium, which is associated with stock returns.",3448
Institutional cross-border portfolio flows forecast domestic and foreign equity returns.,3457
Closed-end fund flows forecast price returns.,3457
"Innovations in market volatility, oil prices, exchange rates, and dispersion of analysts' forecasts help explain the cross section of stock returns.",3461
Strategic disclosure influences stock returns.,3462
High-incentive contracts deliver higher risk-adjusted return.,3464
High-incentive winner funds have a positive alpha of 0.41% per month in the following year.,3464
Abnormal investment is positively related to discretionary accruals.,3465
Firms with high abnormal investment subsequently have low stock returns.,3465
"The larger the relative price premium, the stronger the abnormal return predictability.",3465
Takeover likelihood predicts stock returns.,3466
The takeover factor is associated with abnormal returns.,3466
Idiosyncratic volatility has statistically significant predictive power for aggregate stock market returns.,3468
Idiosyncratic volatility performs just as well as the book-to-market factor in explaining the cross section of stock returns.,3468
Intense sell-initiated small-trade volume predicts stock returns.,3472
Stocks favored by retail investors experience prolonged underperformance relative to stocks out of favor with retail investors.,3472
Short selling predicts future negative abnormal returns.,3474
A trading strategy based on daily short-selling activity generates significant positive returns.,3474
Engagements by the activist fund are associated with abnormal returns.,3475
Increased earnings by a chaebol-affiliated firm positively influences the stock returns of other nonannouncing affiliates.,3478
Decreased earnings by a chaebol-affiliated firm negatively influences the stock returns of other nonannouncing affiliates.,3478
The growth rate of industrial production is a priced risk factor that explains stock returns.,3486
Political connections are associated with positive abnormal stock returns following the announcement of a politically connected individual to the board.,3487
Companies connected to the Republican Party increase in stock returns following the Republican win of the 2000 presidential election.,3487
Companies connected to the Democratic Party decrease in stock returns following the Republican win of the 2000 presidential election.,3487
Illiquidity in the market leads to high expected stock returns.,3488
There is a positive relation between trading volume and future stock returns.,3488
Increases in the entrenchment index are associated with large negative abnormal stock returns.,3491
The level of uncertainty is negatively related to stock returns.,3492
The uncertainty risk factor explains a large part of the cross-sectional variation in average stock returns.,3492
Illiquidity is priced in the cross-section of expected stock returns.,3496
The variance risk premium predicts high future stock returns.,3497
The variance risk premium predicts low future stock returns.,3497
Conditional idiosyncratic volatility is positively related to expected stock returns.,3499
Independent directors earn positive substantial abnormal returns when they purchase their company stock.,3506
Independent directors earn significantly abnormal returns when they sell the company stock in a window before bad news and around earnings restatements.,3506
"The cash flows of growth stocks are particularly sensitive to temporary movements in aggregate stock prices, which influences stock returns.",3508
"The cash flows of value stocks are particularly sensitive to permanent movements, which influences stock returns.",3508
Expected idiosyncratic skewness is negatively correlated with stock returns.,3511
"The Fama-French alpha of a low-expected-skewness quintile exceeds the alpha of a high-expected-skewness quintile, indicating a relationship with stock returns.",3511
"Active Share predicts fund performance, which is associated with stock returns.",3512
The returns of these portfolios are significantly and positively related to both CAPM and Consumption CAPM risk measures.,3518
The acquiring firm's stock price increases when a developed-country multinational firm acquires majority control of a firm in an emerging market.,3519
There is a positive cross-sectional relationship between expected stock returns and default risk.,3526
Market proxies are useful for estimating expected returns.,3529
A large U.S. Foreign Direct Investment (FDI) position in a destination country is associated with a relatively large stock portfolio position in that country.,3530
A change in the U.S. FDI position from 1980 to 1990 helps predict the change in the U.S. Foreign Portfolio Investment position from 1994 to 2006.,3530
Abnormal returns are largely associated with engagements rather than stock picking.,3535
Firms with high real estate holdings have higher expected returns.,3536
The returns of firms with a high share of real estate capital exceed that of low real estate firms by 3--6% annually.,3536
Predictable expected returns influence stock returns.,3539
Public news resolves asymmetric information and increases stock returns.,3540
Transaction stock returns are associated with similar product market language.,3541
Mispricing induced return premium is significantly associated with realized stock returns.,3542
UMO loadings incrementally predict the cross-section of stock returns.,3543
Past performance predicts future stock returns better among funds trading in stocks affected by information events.,3546
The variance premium captures attitudes toward uncertainty and displays return predictability.,3548
"A calibrated, generalized long-run risks model generates a variance premium with return predictability.",3548
Selling off loser stocks helps improve fund performance.,3552
Significant stock returns are documented around announcements of proxy vote recommendations.,3555
The model produces return predictability patterns in line with the data.,3556
A firm's return on the day of stale news negatively predicts its return in the following week.,3561
Financial constraints predict stock returns.,3569
R&D predicts stock returns only among financially constrained firms.,3569
Changes in market benchmarks imply distinct and predictable changes to global and local stock betas.,3576
Financial leverage affects stock returns.,3582
Market leverage explains a major portion of the value premium.,3582
Idiosyncratic volatility influences expected returns.,3592
High idiosyncratic volatility is associated with lower expected returns.,3592
Low idiosyncratic volatility is associated with higher expected returns.,3592
Factor-loading uncertainty decreases stock returns.,3598
The efficient aggregation of mutual fund holdings predicts stock returns.,3599
Investment options as intangible capital influence stock returns.,3601
Operating leverage is linked to stock returns.,3602
A firm's past track record of innovation predicts stock returns.,3603
Cash flow news is associated with stock returns.,3604
Firm characteristics are associated with stock returns.,3607
Returns in our model are conditionally predicted by dividend yields.,3612
"OTC illiquidity, size, value, and volatility premiums are associated with stock returns.",3613
Liquidity shocks predict future stock returns.,3618
Liquidity shocks are positively associated with contemporaneous stock returns.,3618
Investor opinions transmitted through social media predict future stock returns.,3621
Financial market dislocations are associated with expected asset returns.,3623
Increased advertising spending is associated with abnormal stock returns.,3626
Increased advertising spending influences short-term stock returns.,3626
Ambiguity aversion influences stock returns.,3630
The model predicts long-horizon predictability of excess returns.,3630
Investor optimism positively impacts stock returns among stocks with higher arbitrage costs.,3637
Stocks experiencing similar investor mood exhibit return comovement.,3637
The new investor sentiment index has much greater predictive power for aggregate stock market returns.,3640
"The new investor sentiment index can also predict cross-sectional stock returns sorted by industry, size, value, and momentum.",3640
A simple strategy that involves purchasing firms with high predicted probabilities of distribution announcements earns significant abnormal monthly returns.,3645
Local investor performance increases with the degree of local bias and with the local economic exposure of portfolio firms.,3647
The new conditional covariance risk measure plays an important role in explaining time variation in the equity risk premium.,3650
The foreign ownership return is of similar economic significance as traditional country and industry factors in explaining international stock returns.,3653
Announcement-period abnormal returns of sovereign wealth fund (SWF) equity investments in publicly traded firms are positive but lower than those of comparable private investments.,3654
A trading strategy that exploits foreign information generates abnormal returns of 0.8% monthly.,3655
"When analysts revise a bellwether firm's earning forecast, it changes the prices of other firms significantly.",3656
Positive exposures to RMW and CMA predict stock returns.,3658
Negative RMW and CMA slopes are associated with low average stock returns.,3658
Higher-quality disclosure standards are associated with stock returns that are less sensitive to noise driven by investors' moods.,3660
"Consumption drops can spark an economic crisis, which generates a large equity premium.",3661
Stocks with large unrealized gains and large unrealized losses are associated with higher future returns.,3662
"An exogenous increase in exposure to prenatal testosterone is associated with elevated risk taking and trading in adulthood, which influences stock returns.",3663
Higher birth weight is associated with a higher likelihood of participating in the stock market.,3663
The first and third cross-sectional moments of the distribution of GDP growth rates predict equity excess returns.,3669
Time-varying skewness in the distribution of expected growth prospects can substantially increase the model implied equity Sharpe ratios and produce a large amount of fluctuation in equity risk premia.,3669
Slow reaction to market information is an important cause of horizon effects in average returns.,3671
A global imbalance risk factor explains the cross-sectional variation in currency excess returns.,3672
High-income risk explains 77% of the cross-sectional variation in the twenty-five size and book-to-market portfolios and earns a risk premium of about 7% per year.,3673
"High-income risk is related to the value factor, suggesting that the value premium might be compensation for income risk.",3673
"A stock whose past return distribution has a high prospect theory value earns a low subsequent return, on average.",3675
"A stock whose past return distribution has a low prospect theory value earns a high subsequent return, on average.",3675
Firms with historically larger earnings in positive seasonality quarters have higher returns when those earnings are usually announced.,3676
Shifts in political climate influence stock returns.,3679
Systematic changes in the industry-level composition of investor portfolios generate predictable patterns in industry returns.,3679
Demand-based return predictability generates predictable patterns in stock returns.,3679
Investor sentiment predicts stock returns.,3687
Fundamental signals are significant predictors of stock returns.,3689
Product market competition generally earns lower asset returns.,3691
Inflexibility and operating leverage interact in stock returns.,3692
The long-horizon factor captures mispricing associated with stock returns.,3694
The short-horizon earnings surprise factor captures anomalies associated with stock returns.,3694
Attention is positively related to stock returns.,3696
Resiliency is associated with expected stock returns.,3701
Nonresiliency premium influences stock returns.,3701
Internet dissemination of corporate disclosures increases information production about future stock returns.,3709
Trades by individual investors become more informative about future stock returns following the EDGAR implementation.,3709
Managing investors’ performance expectations influences stock returns.,3720
Firms that manage expectations toward beatable levels predictably earn lower returns before earnings announcements.,3720
Firms that manage expectations toward beatable levels predictably earn higher returns during earnings announcements.,3720
Cyclical patterns in returns are associated with firms managing investors’ performance expectations.,3720
Market-neutral equity factors are strongly and robustly predictable stock returns.,3728
Firms farther away from consumers have higher risk premiums stock returns.,3732
Feedback trading based on past returns is associated with stock returns during the bubble.,3734
The ILLIQ component affects stock returns significantly.,3741
The aggregate market ILLIQ outperforms market IDVOL in estimating the effect of market illiquidity shocks on realized stock returns.,3741
Breaks in return predictability are linked to breaks in the cash flow growth and discount rate processes.,3743
The arbitrage portfolio has significant alphas relative to several popular asset pricing models.,3744
Rank-and-file labor flows can be used to predict abnormal stock returns.,3745
Negative stock returns comove with downgrades to the Fed’s growth expectations.,3748
The consumption wealth effect is associated with stock returns.,3748
Illiquidity is associated with higher expected returns for noninvestable stocks.,3750
Higher probability weighting is associated with owning lottery-type stocks.,3754
Higher probability weighting is associated with positively skewed equity portfolios.,3754
High learning index stocks predict lower future stock returns.,3759
Tax-exempt dividends are associated with significant positive abnormal stock returns.,3762
A new measure of buy-side competition explains momentum profits in stock returns.,3764
Past returns are associated with future stock market returns.,3773
Investor sentiment influences future stock market returns.,3773
Variance risk premium predicts future stock market returns.,3773
High disagreement predicts low stock returns after positive earnings surprises.,3781
High disagreement predicts high stock returns after negative earnings surprises.,3781
High disagreement robustly predicts low monthly and weekly stock returns.,3781
Higher excess returns from risky assets predict stock returns.,3790
"Firms highly mentioned in the 10-K competition section of other firms tend to outperform with risk-adjusted returns, predicting stock returns.",3792
"Cyclical skewness increases the equity premium, which is associated with stock returns.",3793
"Portfolios of firms with high exposure to cybersecurity risk outperform other firms, predicting stock returns.",3796
"The market values geographic firm information, as the abnormal return around forecast revisions is higher, predicting stock returns.",3798
Stock market losses are negatively associated with domestic violence.,3801
The incidence of domestic violence increases with the magnitude of stock market losses.,3801
The aggregate hiring rate of publicly traded firms negatively predicts stock market returns.,3810
The optimal portfolio depends on the present discounted value of expected excess returns.,3813
Short interest negatively predicts stock returns.,3819
Higher short-selling risk is associated with lower stock returns.,3819
Investment is an important contributor to stock return news variance.,3820
Profitability is an important contributor to stock return news variance.,3820
The investment spread significantly improves the predictability of stock returns.,3820
Stock returns affect the well-being of investors.,3823
Stock returns affect the well-being of noninvestors.,3823
Supportive tweets increase stock prices.,3825
Critical tweets decrease stock prices.,3825
Asset managers' equity premium expectations are associated with their portfolio allocations.,3828
Changes in the propagation of shocks along firm networks influence stock returns.,3830
A model in which firms are interlinked via enduring relationships generates long-run consumption risks associated with stock returns.,3830
"The model matches cross-sectional patterns of portfolio returns sorted by firm centrality, which are associated with stock returns.",3830
The voting pattern of high vote alpha funds positively predicts long-run abnormal stock returns.,3833
Horizon-dependent risk aversion captures the term structure of equity risk premiums associated with stock returns.,3836
An equal-weighted portfolio of top brands yields an annual abnormal return associated with stock returns.,3837
Media discourse topics positively predict market excess returns associated with stock returns.,3838
The war return premium positively predicts future stock market excess returns.,3838
Derivatives contribute largely to fund returns.,3840
Most employ derivatives to amplify equity returns.,3840
Opioid prescriptions are associated with negative abnormal returns.,3841
The market price of risk estimate strongly predicts the future excess return of the corresponding risk-targeting option portfolio.,3842
The U.S. stock market’s return during the first month of a quarter correlates strongly with returns in future months.,3843
Investors’ higher-order beliefs amplify stock market overreaction and excess volatility.,3844
"Prior market returns influence the decision to complete the IPO, which has a positive causal effect on profitability.",3845
Persistent aggregate capital flows to hedge and mutual funds predict monthly factor returns.,3846
ETF tax efficiency has increased long-term investors’ after-tax returns by 1.05% per year relative to mutual funds.,3848
Stock returns exhibit reversals at short horizons.,3852
Stock returns slowly transition to momentum over longer horizons.,3852
There is a negative relation between monthly reversal and longer-term momentum profits.,3852
Larger reversals are associated with more noise trading.,3852
Analysts’ forecast errors are associated with returns.,3853
Risk premiums are associated with expected returns.,3854
"Passive flows increase the idiosyncratic risk of large firms, which influences stock returns.",3855
Committed ESG funds have greater real impacts on stock returns.,3856
Risk premium forecasts are associated with stock returns.,3858
Production networks influence stock returns.,3861
Monetary policy shocks predict stock returns.,3861
Firms making seasoned equity offerings substantially underperformed matched firms from the same industry and of similar size that did not issue equity.,3910
"This underperformance persists even after controlling for trading system, offer size, and the issuing firm's age and book-to-market ratio.",3910
Stock returns influence the likelihood that a retired CEO serves on his own board two years after departure.,3928
Stock returns are related to the retention of a CEO on their own board.,3928
Aggregate implied cost of capital strongly predicts future excess market returns.,4049
ICCs of size and book-to-market portfolios predict corresponding portfolio returns.,4049
Presidential ties are associated with greater abnormal returns.,4133
Trust is positively associated with individuals’ propensity to invest in equities.,4149
Material news events are associated with jumps in stock returns.,4154
Liquidity is the most important predictor of stock returns.,4158
The salience theory measure is negatively related to future stock returns.,4164
"Firms with a high share of displaceable labor have negative exposure to technology shocks, which influences stock returns.",4172
Negatively exposed firms earn a 4% annual return premium consistent with displacement risk from technological progress.,4172
"Firms’ disaster risk exposure correlates with stock returns, as reflected by their vulnerability to social distancing.",4181
Vulnerability to social distancing is priced in changes of firms’ expected returns.,4181
Cash flow timing patterns influence stock returns.,4195
Firms that collect more cash by year-end earn a 6.8% higher per annum risk premium.,4195
The slope factor predicts stock returns at the weekly frequency.,4290
Faster policy easing positively predicts stock returns.,4290
Firms' exposure to aggregate productivity shocks influences expected stock returns.,4301
The capital age premium is associated with higher expected returns for old capital firms.,4301
Wealth shocks have a positive effect on stock returns.,4311
Ambiguity aversion magnifies the importance of hedging demands in the optimal portfolio policies.,4448
The cluster component was the main driver of country-industry portfolio returns.,4524
Real oil prices influence airline stock returns.,4541
"Oil supply, consumption demand, and inventory demand shocks predict airline stock returns.",4541
Overnight returns strongly forecast future stock returns.,4562
Firms with a strong overnight trend reliably outperform those with a weak overnight trend in the subsequent month.,4562
The equilibrium level of protection of a factor and its expected rate of return increase with its relative endowment.,4578
The effects of dividend yields are associated with expected returns.,4600
"Risk and second moments are predictable, which influences excess returns.",4600
Changes in exponentially de-trended dividends and prices predict stock returns.,4611
Noise trading correlated with fundamentals influences stock returns.,4611
Consumption growth is associated with asset returns.,4620
The lagged dividend yield is positively correlated with stock returns.,4630
Instability in the dividend and discount rate processes contributes significantly to the predictability of long-horizon stock returns.,4637
Wealth inequality raises the equity premium.,4640
Wealth inequality reduces the equilibrium risk-free rate.,4640
Operating leverage magnifies the risk properties of the residual payments to firm owners and justifies a substantial risk premium.,4642
Low frequency variations in income shares constitute a significant source of risk that affects asset returns.,4642
Changes in confidence under ambiguity influence stock returns.,4661
The capital of the intermediary sector influences stock returns.,4690
"Low intermediary capital reduces the risk-bearing capacity of the marginal investor, which helps to explain patterns during financial crises related to stock returns.",4690
Prudence is positively correlated with stock returns.,4702
"Temperance is negatively correlated with the riskiness of portfolio choices, which influences stock returns.",4702
Belief heterogeneity predicts stock returns.,4708
"The calibrated model implies that real option effects dominate operating leverage effects, which influences stock returns.",4713
Home-market demand predicts stock returns.,4719
Differences in factor usage are associated with stock returns.,4719
Homebuyers' beliefs about future house price changes influence their mortgage leverage choices.,4731
More pessimistic homebuyers make smaller downpayments and choose higher leverage.,4731
Time-varying risk influences stock returns.,4752
Fluctuations in asset prices are associated with hiring new workers as a risky investment.,4752
Constraints on the complexity of agents’ models can generate return predictability patterns.,4760
A firm’s exposure to the FTA significantly influences the voting behaviour of its employees.,4778
"Wealthy households disproportionately invest in equity, causing equity returns to generate large and persistent fluctuations in top wealth inequality.",4779
Aggregate net insider trading predicts stock returns.,4819
High trading volume is associated with an increase in expected stock returns.,4822
Learning effects influence predictability of stock returns.,4823
An increase in the supply of skills influences the skill premium.,4846
Psychological factors influence stock returns.,4849
Exercise is positively related to stock returns during the preceding month.,4849
Exercise is negatively related to stock returns over longer horizons.,4849
The degree of loss aversion depends on prior investment performance and is associated with stock returns.,4855
Our framework can help explain the predictability of stock returns.,4855
The Governance Index predicts stock returns.,4868
Movements in the stock market influence stock returns.,4870
The propensity to plan is associated with stock returns.,4873
Lower bilateral trust is associated with less portfolio investment.,4895
Private events which raise the likelihood of a coup affect a continued rise in returns on affected assets.,4904
Higher parental income is associated with higher child income.,4918
Overseas shareholding influences political attitudes.,4922
Financial assetholding predicts support for reform.,4922
Financial crises increase expected returns.,4931
Export exposure is associated with higher earnings for the middle class.,4947
Import exposure is associated with higher earnings for the rich.,4947
Attending an Ivy-Plus college increases students’ chances of reaching the top 1% of the earnings distribution by 50%.,4957
Attending an Ivy-Plus college nearly doubles students’ chances of attending an elite graduate school.,4957
Attending an Ivy-Plus college almost triples students’ chances of working at a prestigious firm.,4957
Increased dispersion of beliefs will generally be associated with reduced asset prices in a given Arrow‐Debreu equilibrium.,4966
Sell‐off announcements influence stock returns.,4972
"Sellers earn significant positive excess returns from sell‐off activities, which predicts stock returns.",4972
The period of significant negative returns for sellers prior to their sell‐off activities is associated with stock returns.,4972
The week‐end effect is associated with stock returns.,4975
The Monday effect persists in stock returns.,4976
Joint ventures are associated with significant wealth gains from stock returns.,4979
"The smaller partner earns a larger excess rate of return from joint ventures, which predicts stock returns.",4979
"The ""Monday effect"" predicts stock returns.",4985
The overreaction to unexpected news events is associated with stock returns.,4988
Portfolios of losers experience exceptionally large January returns.,4988
The overreaction to unexpected news events is associated with stock returns.,4989
Portfolios of losers experience exceptionally large January returns.,4989
Stock returns signal changes in real activity.,5006
Changes in real activity affect expected inflation.,5006
Expected real returns on common stocks are negatively related to expected inflation.,5016
An increase in expected inflation decreases the expected real rate of return of the market portfolio.,5016
The number of factors in the Arbitrage Pricing Model influences stock returns.,5028
The dominance of the first eigenvalue in the covariance matrix is associated with stock returns.,5028
Analysts' recommendations predict stock returns.,5040
The relative size of the sell-off is associated with announcement day returns.,5044
Tax-loss selling influences stock returns.,5056
Expected risk premiums are associated with stock returns.,5070
"Past losers significantly outperform past winners, which is associated with stock returns.",5079
Excess returns in January are related to both short-term and long-term past performance.,5079
Excess returns in January are related to the previous year market return.,5079
"Past losers significantly outperform past winners, which is associated with stock returns.",5082
Excess returns in January are related to both short-term and long-term past performance.,5082
Excess returns in January are related to the previous year market return.,5082
Long-term performance plans are associated with favorable stock returns at the announcement of sell-off proposals.,5092
The January effect predicts stock returns.,5102
The small-firm effect is associated with stock returns.,5102
The financial weakness of the selling firm influences the abnormal returns to the acquiring firm.,5104
The purchase of related assets causes more wealth than does the purchase of unrelated divested units.,5104
Long-horizon stock returns are highly forecastable.,5105
Equilibrium expected excess returns on securities are functions of their covariances with aggregate consumption expenditure.,5111
Equilibrium expected excess returns on securities are functions of their covariances with market prices of consumption goods.,5111
The ratio of debt to equity positively relates to expected common stock returns.,5123
Time-varying firm characteristics related to inflation predominately determine the effect of unanticipated inflation on stock returns.,5134
A firm's debt-equity ratio appears to be particularly important in determining the response of stock returns.,5134
Time-varying firm characteristics related to inflation predominately determine the effect of unanticipated inflation on stock returns.,5138
A firm's debt-equity ratio appears to be particularly important in determining the response of stock returns.,5138
International acquisitions predict positive abnormal returns for shareholders of MNCs not operating in the target firm's country.,5142
Expansion into new industry and geographic markets is associated with larger abnormal returns.,5142
"Small-firm returns are positive and more positive the higher the beta, which influences stock returns.",5145
The earnings yield effect is significant and predicts stock returns in both January and the other eleven months.,5146
"The size effect is significantly negative in January, which is associated with stock returns.",5146
Consistently high returns are found for firms of all sizes with negative earnings.,5146
The earnings yield effect is significant and predicts stock returns in both January and the other eleven months.,5147
"The size effect is significantly negative in January, which is associated with stock returns.",5147
Consistently high returns are found for firms of all sizes with negative earnings.,5147
Small-firm returns are associated with stock returns.,5151
"The higher the beta, the more positive small-firm returns are associated with stock returns.",5151
Beta risk is associated with stock returns.,5158
Residual risk is associated with stock returns.,5158
Size is associated with stock returns.,5158
"Illiquidity, measured by the bid-ask spread, is associated with stock returns.",5158
Beta predicts stock returns.,5160
Residual risk predicts stock returns.,5160
Size predicts stock returns.,5160
Bid-ask spread is associated with stock returns.,5160
Abnormal returns to shareholders are associated with stock returns.,5167
A market factor influences security returns.,5181
The one‐month interest rate is useful in forecasting the excess return on stocks.,5184
"Size is associated with stock returns, as the poorest earners outperform the best earners when matched for size.",5186
Daily trading volume has significant explanatory power regarding the variance of daily returns.,5189
Announcements of sale‐and‐leasebacks are associated with positive abnormal returns to lessees.,5190
Future production growth rates explain a large fraction of the variation in stock returns.,5193
Buying shares before the expiration date of a repurchase tender offer predicts stock returns.,5197
Repurchasing companies experience statistically significant abnormal returns in the two years after the repurchase.,5197
"The larger the managerial ownership fraction of the acquiring firm is associated with the use of cash financing, which influences stock returns.",5199
The previously observed negative bidders' abnormal returns associated with stock financing are associated with acquisitions made by firms with low managerial ownership.,5199
Relative price variability is associated with negative stock returns.,5203
Buying shares before the expiration date of a repurchase tender offer predicts stock returns.,5205
Repurchasing companies experience statistically significant abnormal returns in the two years after the repurchase.,5205
Negative first-order serial correlation predicts stock returns.,5211
Positive serial correlation at longer lags is associated with stock returns.,5211
Twelve-month serial correlation is particularly strong and predicts stock returns.,5211
Negative first-order serial correlation predicts stock returns.,5212
Positive serial correlation at longer lags is associated with stock returns.,5212
Twelve-month serial correlation is particularly strong and predicts stock returns.,5212
"Management's choice of split factor signals private information about future earnings, which is associated with stock returns.",5215
"Price changes at stock dividend and split announcements are significantly correlated with split factors, which are associated with stock returns.",5215
The standardization of payments at the turn of each calendar month induces a surge in stock returns.,5216
Returns generally will be greater following the month of December.,5216
Stock returns vary inversely with the stringency of monetary policy.,5216
Variables that proxy for expected returns and expected-return shocks capture 30% of the variance of annual stock returns.,5219
Growth rates of production explain 43% of the return variance.,5219
Future production growth rates explain a large fraction of the variation in stock returns.,5221
Stock returns can be predicted based on rational forecasts of aggregate output.,5224
Stock returns are a predictable function of aggregate output.,5224
Pre-holiday stock returns predict stock returns.,5228
Constraints on the proportion of assets to be invested in the market affect expected portfolio returns.,5230
Pre-holiday stock returns predict stock returns.,5233
Constraints on the proportion of assets to be invested in the market affect expected portfolio returns.,5235
Tax-loss selling by investors near the end of calendar years is associated with stock returns.,5237
Countries' risk exposures help explain differences in stock returns.,5238
Investment returns are associated with stock returns.,5243
Business-cycle related variables forecast stock returns.,5243
The market excess return is negatively correlated with recent economic growth and positively correlated with expected future economic growth.,5258
Option prices contain information about the moments of the true distribution of the underlying asset's returns.,5266
Moments of the returns of small firms contain information about the discount factor associated with asset returns.,5267
"Cumulative abnormal returns average 5.6% when a block trades, suggesting a relationship between block trades and stock returns.",5269
Moments of the returns of small firms contain information about the discount factor associated with asset returns.,5270
Observed option prices can be used to place bounds on the moments of the true distribution of market returns.,5271
A conditional CAPM with time-varying risk and expected returns influences stock returns.,5272
Return indices constructed to mimic the behavior of marginal firms are important in explaining the time-series return difference between small and large firms.,5273
Insider trading prior to dividend announcements has significant explanatory power for stock returns.,5275
Size-matched return indices are important in explaining the time-series return difference between small and large firms.,5280
Risk exposures to size-matched return indices are as powerful as log(size) in explaining average returns of size-ranked portfolios.,5280
Tax‐loss selling potential predicts stock returns.,5286
The dividend-price ratio forecasts excess stock returns.,5288
Interest rate variables forecast excess stock returns.,5288
The dividend-price ratio forecasts excess stock returns.,5291
Interest rate variables forecast excess stock returns.,5291
Size predicts stock returns.,5297
Book-to-market equity predicts stock returns.,5297
Stock returns Granger-causally prior and help explain real activity.,5306
Inflation negatively correlates with expected asset returns.,5307
Money growth positively correlates with real equity returns.,5307
Stock returns Granger-causally prior and help explain real activity.,5309
"Announcement of common stock offerings is associated with decreased forecasts of future earnings, which influences stock returns.",5312
Announcement period abnormal stock returns are significantly related to the size of the decrease in forecasts of current year earnings.,5312
Moving average trading rules predict stock returns.,5320
Trading range break trading rules predict stock returns.,5320
Buy signals generate higher stock returns than sell signals.,5320
Returns following buy signals are associated with less volatility than returns following sell signals.,5320
Returns following sell signals are associated with negative stock returns.,5320
Moving average trading rules predict stock returns.,5324
Trading range break trading rules predict stock returns.,5324
Buy signals generate higher stock returns than sell signals.,5324
Returns following buy signals are associated with less volatility than returns following sell signals.,5324
Returns following sell signals are associated with negative stock returns.,5324
Antitrust cases are associated with drops in stock returns.,5326
Buying winners and selling losers generates significant positive stock returns.,5330
Buying stocks that have performed well in the past generates significant positive returns.,5331
Selling stocks that have performed poorly in the past generates significant positive returns.,5331
The announcement of warrant life extensions is associated with positive abnormal returns for the stocks of firms making the extension announcements.,5332
Recent top performers among mutual funds are associated with better stock returns.,5333
Recent poor performers among mutual funds are associated with worse stock returns.,5333
Private placements of equity are associated with positive abnormal returns.,5337
The number of pervasive factors influences stock returns.,5348
The capital asset‐pricing model's (CAPM) primary empirical implication is a positively sloped linear relation between a security's expected rate of return and its relative risk (beta).,5353
Conditional expected monthly return is negatively related to conditional variance of monthly return.,5368
Large one-day price declines are associated with poor stock returns over an extended time horizon.,5380
The degree of market liquidity explains short-term stock return reversals following large one-day price declines.,5380
Spinoff ex-date returns predict stock returns.,5389
Merger ex-date returns are associated with stock returns.,5389
The commercial paper—Treasury yield spread predicts stock returns.,5391
The return on investment is associated with stock returns.,5394
Spinoff ex-date returns predict stock returns.,5396
Merger ex-date returns are associated with stock returns.,5396
Tax rates influence stock returns.,5402
The change in managerial and employee ownership due to ESOP influences stock returns.,5403
The change in managerial and employee ownership due to ESOP influences stock returns.,5404
Tax rates influence stock returns.,5405
Expected inflation is associated with stock returns of noncyclical industries.,5407
Expected inflation is associated with stock returns of cyclical industries.,5407
Lagged changes in the dollar are significant in explaining current abnormal returns.,5408
Tax factors are associated with abnormal stock returns.,5410
Percentage changes in trading volume are associated with stock returns.,5411
Expected inflation is associated with stock returns of noncyclical industries.,5412
Cyclical movements in industry output influence stock returns.,5412
Macroeconomic risk is linked to expected stock returns.,5413
Book-to-market equity is associated with the cross-section of realized stock returns.,5415
Earnings yield has significant explanatory power with respect to the cross-section of realized stock returns.,5415
Cash flow yield is associated with the cross-section of realized stock returns.,5415
Tax factors are related to abnormal stock returns of U.S. multinational corporations making foreign acquisitions.,5416
Macroeconomic risk is linked to expected stock returns.,5418
Book-to-market equity is associated with the cross-section of realized stock returns.,5420
Earnings yield has significant explanatory power with respect to the cross-section of realized stock returns.,5420
Cash flow yield is associated with the cross-section of realized stock returns.,5420
"High book-to-market equity (BE/ME) signals persistent poor earnings and low BE/ME signals strong earnings, which are associated with stock returns.",5423
"Stock prices forecast the reversion of earnings growth observed after firms are ranked on size and BE/ME, which influences stock returns.",5423
Beta risk is associated with stock returns.,5425
Beta risk is associated with stock returns.,5426
"High book-to-market equity (BE/ME) signals persistent poor earnings and low BE/ME signals strong earnings, which are associated with stock returns.",5432
"Stock prices forecast the reversion of earnings growth observed after firms are ranked on size and BE/ME, which influences stock returns.",5432
Interest rates are associated with stock returns.,5438
Dividend yields are associated with stock returns.,5438
Buy recommendations predict stock returns.,5448
Managers opportunistically choosing when to apply for listing influences stock returns.,5457
The barriers posed by initial listing requirements are associated with poor stock returns.,5457
Money betas have some explanatory power for the cross-sectional variation of expected returns.,5463
"The return on human capital is included when measuring the return on aggregate wealth, which influences the cross-section of average returns.",5464
"The return on human capital is included when measuring the return on aggregate wealth, which influences the cross-section of average returns.",5465
"Firm characteristics like size, earnings/price, cashflow/price, book-to-market equity, past sales growth, long-term past return, and short-term past return are related to average returns on common stocks.",5468
